date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:58:47	93650/93650	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/index.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/index.html	(from )
15:59:01	238/238	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2006%20Jul%202023%2014:59:02%20GMT	https://uigator.com/robots.txt		(from )
15:59:02	1150/1150	---MCZ	200	added ('OK')	image/x-icon	date:Mon,%2028%20Jun%202021%2022:16:20%20GMT	https://uigator.com/assan/5.1/public/assets/img/favicon.ico	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/assets/img/favicon.ico	(from https://uigator.com/assan/5.1/public/index.html)
15:59:03	66571/66571	---MCZ	200	added ('OK')	text/css	date:Tue,%2008%20Mar%202022%2008:38:14%20GMT	https://uigator.com/assan/5.1/public/assets/fonts/boxicons/css/boxicons.min.css	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/assets/fonts/boxicons/css/boxicons.min.css	(from https://uigator.com/assan/5.1/public/index.html)
15:59:04	28765/28765	---MCZ	200	added ('OK')	text/css	date:Wed,%2001%20Mar%202023%2017:30:04%20GMT	https://uigator.com/assan/5.1/public/assets/vendor/node_modules/css/aos.css	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/assets/vendor/node_modules/css/aos.css	(from https://uigator.com/assan/5.1/public/index.html)
15:59:05	96539/96539	---MCZ	200	added ('OK')	text/css	date:Fri,%2026%20Sep%202014%2003:29:52%20GMT	https://uigator.com/assan/5.1/public/assets/fonts/iconsmind/iconsmind.css	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/assets/fonts/iconsmind/iconsmind.css	(from https://uigator.com/assan/5.1/public/index.html)
15:59:06	12469/12469	---MCZ	200	added ('OK')	text/css	date:Mon,%2030%20Aug%202021%2016:19:48%20GMT	https://uigator.com/assan/5.1/public/assets/vendor/masterslider/style/masterslider.css	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/assets/vendor/masterslider/style/masterslider.css	(from https://uigator.com/assan/5.1/public/index.html)
15:59:06	4130/4130	---MCZ	200	added ('OK')	text/css	date:Mon,%2030%20Aug%202021%2016:19:48%20GMT	https://uigator.com/assan/5.1/public/assets/vendor/masterslider/skins/black-1/style.css	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/assets/vendor/masterslider/skins/black-1/style.css	(from https://uigator.com/assan/5.1/public/index.html)
15:59:07	16470/16470	---MCZ	200	added ('OK')	text/css	date:Wed,%2001%20Mar%202023%2017:30:04%20GMT	https://uigator.com/assan/5.1/public/assets/vendor/node_modules/css/swiper-bundle.min.css	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/assets/vendor/node_modules/css/swiper-bundle.min.css	(from https://uigator.com/assan/5.1/public/index.html)
15:59:09	419320/419320	---MCZ	200	added ('OK')	text/css	date:Wed,%2001%20Mar%202023%2020:49:48%20GMT	https://uigator.com/assan/5.1/public/assets/css/theme.min.css	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/assets/css/theme.min.css	(from https://uigator.com/assan/5.1/public/index.html)
15:59:09	4462/4462	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Jan%202022%2000:26:48%20GMT	https://uigator.com/assan/5.1/public/assets/img/logo/logo.svg	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/assets/img/logo/logo.svg	(from https://uigator.com/assan/5.1/public/index.html)
15:59:10	4450/4450	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Jan%202022%2000:26:54%20GMT	https://uigator.com/assan/5.1/public/assets/img/logo/logo-white.svg	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/assets/img/logo/logo-white.svg	(from https://uigator.com/assan/5.1/public/index.html)
15:59:11	116336/116336	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/index-landing-classic.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/index-landing-classic.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:12	96458/96458	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/index-landing-creative.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/index-landing-creative.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:13	66853/66853	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/index-landing-agency.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/index-landing-agency.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:13	121980/121980	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/index-landing-business.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/index-landing-business.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:14	105378/105378	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/index-landing-startup.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/index-landing-startup.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:15	96985/96985	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/index-landing-consultancy.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/index-landing-consultancy.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:16	105078/105078	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/index-landing-saas-webapp.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/index-landing-saas-webapp.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:16	38460/38460	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/index-landing-mobile-App.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/index-landing-mobile-App.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:17	37018/37018	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/index-landing-personal-portfolio.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/index-landing-personal-portfolio.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:19	57874/57874	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/portfolio-classic-2-col.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/portfolio-classic-2-col.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:20	58075/58075	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/portfolio-classic-3-col.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/portfolio-classic-3-col.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:21	59317/59317	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/portfolio-classic-4-col.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/portfolio-classic-4-col.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:21	832641/832641	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Mar%202022%2023:00:54%20GMT	https://uigator.com/assan/5.1/public/assets/img/960x1140/3.jpg	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/assets/img/960x1140/3.jpg	(from https://uigator.com/assan/5.1/public/index.html)
15:59:22	58063/58063	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/portfolio-classic-masonry.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/portfolio-classic-masonry.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:23	63615/63615	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/portfolio-grid-overlay-2-col.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/portfolio-grid-overlay-2-col.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:24	63828/63828	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/portfolio-grid-overlay-3-col.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/portfolio-grid-overlay-3-col.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:25	63627/63627	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/portfolio-grid-overlay-4-col.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/portfolio-grid-overlay-4-col.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:25	64956/64956	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/portfolio-grid-overlay-masonry.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/portfolio-grid-overlay-masonry.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:26	60819/60819	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/portfolio-full-width-3-col.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/portfolio-full-width-3-col.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:27	62720/62720	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/portfolio-full-width-4-col.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/portfolio-full-width-4-col.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:28	62721/62721	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/portfolio-full-width-masonry.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/portfolio-full-width-masonry.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:29	68497/68497	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/portfolio-case-study.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/portfolio-case-study.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:30	44300/44300	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/portfolio-single-classic.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/portfolio-single-classic.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:31	70003/70003	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:32%20GMT	https://uigator.com/assan/5.1/public/blog-classic.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/blog-classic.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:31	78292/78292	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Mar%202023%2015:16:04%20GMT	https://uigator.com/assan/5.1/public/blog-standard.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/blog-standard.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:32	73018/73018	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:32%20GMT	https://uigator.com/assan/5.1/public/blog-masonry.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/blog-masonry.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:33	95243/95243	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:32%20GMT	https://uigator.com/assan/5.1/public/blog-sidebar.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/blog-sidebar.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:34	86047/86047	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:32%20GMT	https://uigator.com/assan/5.1/public/blog-magazine.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/blog-magazine.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:34	86231/86231	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:32%20GMT	https://uigator.com/assan/5.1/public/blog-article-basic.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/blog-article-basic.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:35	87039/87039	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:32%20GMT	https://uigator.com/assan/5.1/public/blog-article-video.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/blog-article-video.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:36	87594/87594	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:32%20GMT	https://uigator.com/assan/5.1/public/blog-article-gallery.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/blog-article-gallery.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:37	85831/85831	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:32%20GMT	https://uigator.com/assan/5.1/public/blog-article-parallax.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/blog-article-parallax.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:38	84169/84169	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-about.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-about.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:39	79119/79119	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-about-modern.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-about-modern.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:40	63167/63167	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-team.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-team.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:40	80005/80005	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-services.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-services.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:41	98372/98372	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-services-modern.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-services-modern.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:42	79316/79316	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-careers.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-careers.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:43	82832/82832	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-career-single.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-career-single.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:44	74873/74873	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-customers.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-customers.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:45	71042/71042	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-customer-story.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-customer-story.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:45	70780/70780	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-profile.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-profile.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:46	61375/61375	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-account-signin.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-account-signin.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:47	7158/7158	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-account-signin-alt.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-account-signin-alt.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:48	63194/63194	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-account-signup.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-account-signup.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:48	9307/9307	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-account-signup-alt.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-account-signup-alt.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:49	6135/6135	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-account-forget-password.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-account-forget-password.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:50	54705/54705	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-misc-error-404.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-misc-error-404.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:50	10452/10452	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-misc-coming-soon.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-misc-coming-soon.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:51	17470/17470	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-misc-maintenance.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-misc-maintenance.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:52	58905/58905	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-misc-success-message.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-misc-success-message.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:53	68014/68014	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-misc-policy.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-misc-policy.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:54	85917/85917	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-pricing.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-pricing.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:54	66758/66758	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-faq.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-faq.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:55	35773/35773	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-knowladge-base.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-knowladge-base.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:56	66998/66998	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-contact-us-1.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-contact-us-1.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:57	68056/68056	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:34%20GMT	https://uigator.com/assan/5.1/public/page-contact-us-2.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/page-contact-us-2.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:57	77777/77777	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:32%20GMT	https://uigator.com/assan/5.1/public/component-accordion.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/component-accordion.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:58	67155/67155	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:32%20GMT	https://uigator.com/assan/5.1/public/component-alerts.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/component-alerts.html	(from https://uigator.com/assan/5.1/public/index.html)
15:59:59	96172/96172	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:32%20GMT	https://uigator.com/assan/5.1/public/component-animations.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/component-animations.html	(from https://uigator.com/assan/5.1/public/index.html)
16:00:00	73830/73830	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:32%20GMT	https://uigator.com/assan/5.1/public/component-avatar.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/component-avatar.html	(from https://uigator.com/assan/5.1/public/index.html)
16:00:01	67456/67456	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:32%20GMT	https://uigator.com/assan/5.1/public/component-breadcrumb.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/component-breadcrumb.html	(from https://uigator.com/assan/5.1/public/index.html)
16:00:01	65927/65927	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:32%20GMT	https://uigator.com/assan/5.1/public/component-badge.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/component-badge.html	(from https://uigator.com/assan/5.1/public/index.html)
16:00:02	65160/65160	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:32%20GMT	https://uigator.com/assan/5.1/public/component-blockquote.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/component-blockquote.html	(from https://uigator.com/assan/5.1/public/index.html)
16:00:03	83777/83777	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:32%20GMT	https://uigator.com/assan/5.1/public/component-buttons.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/component-buttons.html	(from https://uigator.com/assan/5.1/public/index.html)
16:00:04	69033/69033	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:32%20GMT	https://uigator.com/assan/5.1/public/component-border-shadow.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/component-border-shadow.html	(from https://uigator.com/assan/5.1/public/index.html)
16:00:05	157681/157681	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:32%20GMT	https://uigator.com/assan/5.1/public/component-card-image.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/component-card-image.html	(from https://uigator.com/assan/5.1/public/index.html)
16:00:05	109185/109185	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2022:36:32%20GMT	https://uigator.com/assan/5.1/public/component-card-icon.html	C:/Users/HIGH-TECH%20CORP'S/Desktop/all/assan/assan/uigator.com/assan/5.1/public/component-card-icon.html	(from https://uigator.com/assan/5.1/public/index.html)
